HINCP,RNTP,MRGP,NP,HHT_label,TEN_label,BLDG_AGE_dec
140000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
140000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
140000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
238000,2000,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
238000,2000,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
238000,2000,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
238000,2000,0,4,Nonfamily household: Female householder: Not living alone,Rented,0
105000,1800,0,2,Married couple household,Rented,8
105000,1800,0,2,Married couple household,Rented,8
494400,0,5100,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),5
494400,0,5100,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),5
456300,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
456300,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
456300,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
40000,520,0,3,"Other family household: Female householder, no spouse present",Rented,3
40000,520,0,3,"Other family household: Female householder, no spouse present",Rented,3
40000,520,0,3,"Other family household: Female householder, no spouse present",Rented,3
52300,0,1700,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
52300,0,1700,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
43900,1100,0,3,"Other family household: Female householder, no spouse present",Rented,0
43900,1100,0,3,"Other family household: Female householder, no spouse present",Rented,0
43900,1100,0,3,"Other family household: Female householder, no spouse present",Rented,0
360000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
360000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
360000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
360000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
110000,0,1600,2,Married couple household,Owned with mortgage or loan (include home equity loans),7
110000,0,1600,2,Married couple household,Owned with mortgage or loan (include home equity loans),7
89050,0,1300,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
60000,1300,0,3,Married couple household,Rented,3
60000,1300,0,3,Married couple household,Rented,3
60000,1300,0,3,Married couple household,Rented,3
38000,970,0,3,Married couple household,Rented,6
38000,970,0,3,Married couple household,Rented,6
38000,970,0,3,Married couple household,Rented,6
35000,840,0,1,Nonfamily household: Female householder: Living alone,Rented,2
56500,0,1200,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
56500,0,1200,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
19000,740,0,1,Nonfamily household: Male householder: Living alone,Rented,4
41600,810,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
41600,810,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
41600,810,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
41600,810,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
841000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
841000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
841000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
841000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
841000,0,5100,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
30100,1300,0,6,"Other family household: Female householder, no spouse present",Rented,3
30100,1300,0,6,"Other family household: Female householder, no spouse present",Rented,3
30100,1300,0,6,"Other family household: Female householder, no spouse present",Rented,3
30100,1300,0,6,"Other family household: Female householder, no spouse present",Rented,3
30100,1300,0,6,"Other family household: Female householder, no spouse present",Rented,3
30100,1300,0,6,"Other family household: Female householder, no spouse present",Rented,3
57100,0,1200,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
468000,1400,0,1,Nonfamily household: Male householder: Living alone,Rented,0
23000,0,900,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
48000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,4
55800,0,820,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),4
200000,0,2400,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
200000,0,2400,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
49400,1200,0,2,Nonfamily household: Male householder: Not living alone,Rented,4
49400,1200,0,2,Nonfamily household: Male householder: Not living alone,Rented,4
64000,1200,0,2,Married couple household,Rented,4
64000,1200,0,2,Married couple household,Rented,4
353700,0,800,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
353700,0,800,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
353700,0,800,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
46500,3000,0,2,Married couple household,Rented,2
46500,3000,0,2,Married couple household,Rented,2
102000,0,1100,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
220000,2100,0,2,Nonfamily household: Male householder: Not living alone,Rented,1
220000,2100,0,2,Nonfamily household: Male householder: Not living alone,Rented,1
150000,0,3100,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),2
159000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
159000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
159000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
159000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
120000,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),5
120000,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),5
120000,0,2000,3,Married couple household,Owned with mortgage or loan (include home equity loans),5
69000,1400,0,2,Nonfamily household: Male householder: Not living alone,Rented,2
69000,1400,0,2,Nonfamily household: Male householder: Not living alone,Rented,2
78300,0,990,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
78300,0,990,2,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
83000,0,1600,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
135780,0,1700,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
135780,0,1700,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
135780,0,1700,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
135780,0,1700,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
135780,0,1700,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
30000,0,1600,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),0
139800,0,2200,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
139800,0,2200,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
139800,0,2200,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
150000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
150000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
38400,1800,0,3,Married couple household,Rented,1
38400,1800,0,3,Married couple household,Rented,1
38400,1800,0,3,Married couple household,Rented,1
468000,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
468000,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
468000,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
30000,1800,0,4,Married couple household,Rented,0
30000,1800,0,4,Married couple household,Rented,0
30000,1800,0,4,Married couple household,Rented,0
30000,1800,0,4,Married couple household,Rented,0
182000,0,2900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
182000,0,2900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
182000,0,2900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
182000,0,2900,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
70000,1300,0,1,Nonfamily household: Male householder: Living alone,Rented,1
54500,1600,0,1,Nonfamily household: Male householder: Living alone,Rented,1
35700,1100,0,5,Married couple household,Rented,3
35700,1100,0,5,Married couple household,Rented,3
35700,1100,0,5,Married couple household,Rented,3
35700,1100,0,5,Married couple household,Rented,3
35700,1100,0,5,Married couple household,Rented,3
143500,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
143500,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
143500,0,1700,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
193000,3000,0,1,Nonfamily household: Male householder: Living alone,Rented,0
179000,0,1600,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
179000,0,1600,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
179000,0,1600,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
49000,950,0,1,Nonfamily household: Male householder: Living alone,Rented,4
49240,0,890,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),4
26000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,2
217600,3000,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
217600,3000,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
217600,3000,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
217600,3000,0,4,Nonfamily household: Female householder: Not living alone,Rented,4
32000,0,1100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
26000,580,0,1,Nonfamily household: Male householder: Living alone,Rented,5
62000,980,0,1,Nonfamily household: Female householder: Living alone,Rented,4
14500,1300,0,1,Nonfamily household: Male householder: Living alone,Rented,2
16000,750,0,1,Nonfamily household: Male householder: Living alone,Rented,1
160000,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
160000,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
160000,0,1800,3,Married couple household,Owned with mortgage or loan (include home equity loans),6
101000,1500,0,4,Married couple household,Rented,5
101000,1500,0,4,Married couple household,Rented,5
101000,1500,0,4,Married couple household,Rented,5
101000,1500,0,4,Married couple household,Rented,5
218000,0,1400,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
218000,0,1400,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
20000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,0
50000,3000,0,1,Nonfamily household: Female householder: Living alone,Rented,1
129500,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,0
129500,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,0
37000,800,0,2,Married couple household,Rented,3
37000,800,0,2,Married couple household,Rented,3
26000,0,1100,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),4
43500,0,920,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),3
157600,0,750,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
157600,0,750,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
510000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
510000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
510000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
102000,1500,0,2,Married couple household,Rented,0
102000,1500,0,2,Married couple household,Rented,0
84000,1900,0,1,Nonfamily household: Male householder: Living alone,Rented,2
55000,1300,0,2,Married couple household,Rented,5
55000,1300,0,2,Married couple household,Rented,5
79000,930,0,1,Nonfamily household: Male householder: Living alone,Rented,0
16000,810,0,5,Married couple household,Rented,1
16000,810,0,5,Married couple household,Rented,1
16000,810,0,5,Married couple household,Rented,1
16000,810,0,5,Married couple household,Rented,1
16000,810,0,5,Married couple household,Rented,1
158000,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
158000,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
158000,0,1100,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
117700,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
117700,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
117700,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
117700,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
46100,0,960,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
46100,0,960,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),0
64000,1700,0,2,"Other family household: Male householder, no spouse present",Rented,2
64000,1700,0,2,"Other family household: Male householder, no spouse present",Rented,2
156300,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
156300,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
156300,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
156300,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),6
77300,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
77300,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
113000,1200,0,5,Married couple household,Rented,6
113000,1200,0,5,Married couple household,Rented,6
113000,1200,0,5,Married couple household,Rented,6
113000,1200,0,5,Married couple household,Rented,6
113000,1200,0,5,Married couple household,Rented,6
88000,0,1300,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
88000,0,1300,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
88000,0,1300,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
79500,0,2800,3,Married couple household,Owned with mortgage or loan (include home equity loans),7
79500,0,2800,3,Married couple household,Owned with mortgage or loan (include home equity loans),7
79500,0,2800,3,Married couple household,Owned with mortgage or loan (include home equity loans),7
132000,0,600,5,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
132000,0,600,5,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
132000,0,600,5,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
132000,0,600,5,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
132000,0,600,5,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
88200,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,5
88200,1300,0,2,Nonfamily household: Female householder: Not living alone,Rented,5
203000,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
203000,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
203000,0,1500,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
255900,0,3100,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
255900,0,3100,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
255900,0,3100,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
143900,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
143900,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
143900,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
143900,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
39100,0,340,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
39100,0,340,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
67000,790,0,2,Married couple household,Rented,3
67000,790,0,2,Married couple household,Rented,3
70000,0,1100,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
70000,0,1100,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
70000,0,1100,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
70000,0,1100,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
70000,0,1100,5,Married couple household,Owned with mortgage or loan (include home equity loans),1
474300,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
474300,0,2000,2,Married couple household,Owned with mortgage or loan (include home equity loans),6
35000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,5
28000,910,0,3,"Other family household: Female householder, no spouse present",Rented,3
28000,910,0,3,"Other family household: Female householder, no spouse present",Rented,3
28000,910,0,3,"Other family household: Female householder, no spouse present",Rented,3
100000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
100000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
100000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
100000,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
60000,1200,0,1,Nonfamily household: Female householder: Living alone,Rented,7
56900,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
56900,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
56900,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
56900,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
56900,0,1600,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
74000,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
74000,1200,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
30000,1200,0,3,Married couple household,Rented,2
30000,1200,0,3,Married couple household,Rented,2
30000,1200,0,3,Married couple household,Rented,2
27050,0,1300,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),1
32030,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
32030,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
32030,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
32030,0,1800,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
468000,0,2300,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
468000,0,2300,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
468000,0,2300,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
468000,0,2300,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
210900,3000,0,4,"Other family household: Female householder, no spouse present",Rented,2
210900,3000,0,4,"Other family household: Female householder, no spouse present",Rented,2
210900,3000,0,4,"Other family household: Female householder, no spouse present",Rented,2
210900,3000,0,4,"Other family household: Female householder, no spouse present",Rented,2
57800,1200,0,2,"Other family household: Female householder, no spouse present",Rented,4
57800,1200,0,2,"Other family household: Female householder, no spouse present",Rented,4
232600,0,820,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
232600,0,820,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
232600,0,820,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
110500,0,3000,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
110500,0,3000,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
65900,0,1400,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
65900,0,1400,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
785000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
785000,0,5100,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
70000,1500,0,6,Married couple household,Rented,3
70000,1500,0,6,Married couple household,Rented,3
70000,1500,0,6,Married couple household,Rented,3
70000,1500,0,6,Married couple household,Rented,3
70000,1500,0,6,Married couple household,Rented,3
70000,1500,0,6,Married couple household,Rented,3
69870,0,340,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
69870,0,340,2,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),3
52600,1200,0,3,"Other family household: Female householder, no spouse present",Rented,1
52600,1200,0,3,"Other family household: Female householder, no spouse present",Rented,1
52600,1200,0,3,"Other family household: Female householder, no spouse present",Rented,1
62000,0,2300,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
62000,0,2300,2,Married couple household,Owned with mortgage or loan (include home equity loans),0
226600,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
226600,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
226600,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
226600,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
226600,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
226600,0,1300,6,Married couple household,Owned with mortgage or loan (include home equity loans),1
122400,1800,0,3,Married couple household,Rented,0
122400,1800,0,3,Married couple household,Rented,0
122400,1800,0,3,Married couple household,Rented,0
75000,1300,0,2,"Other family household: Male householder, no spouse present",Rented,5
75000,1300,0,2,"Other family household: Male householder, no spouse present",Rented,5
330000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
330000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
330000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
330000,0,3000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
124000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,0
124000,1500,0,2,Nonfamily household: Male householder: Not living alone,Rented,0
60000,890,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
60000,890,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
30500,880,0,1,Nonfamily household: Female householder: Living alone,Rented,4
22800,720,0,1,Nonfamily household: Male householder: Living alone,Rented,5
61400,0,1300,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
61400,0,1300,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
65000,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
65000,1100,0,2,Nonfamily household: Male householder: Not living alone,Rented,3
243000,2200,0,2,Nonfamily household: Female householder: Not living alone,Rented,4
243000,2200,0,2,Nonfamily household: Female householder: Not living alone,Rented,4
114000,0,500,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),7
114000,0,500,2,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),7
44000,470,0,3,Nonfamily household: Female householder: Not living alone,Rented,1
44000,470,0,3,Nonfamily household: Female householder: Not living alone,Rented,1
44000,470,0,3,Nonfamily household: Female householder: Not living alone,Rented,1
29000,280,0,4,"Other family household: Female householder, no spouse present",Rented,2
29000,280,0,4,"Other family household: Female householder, no spouse present",Rented,2
29000,280,0,4,"Other family household: Female householder, no spouse present",Rented,2
29000,280,0,4,"Other family household: Female householder, no spouse present",Rented,2
162000,2000,0,1,Nonfamily household: Male householder: Living alone,Rented,0
59000,1300,0,2,Married couple household,Rented,3
59000,1300,0,2,Married couple household,Rented,3
97300,0,1000,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
97300,0,1000,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
47600,0,1400,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
47600,0,1400,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
47600,0,1400,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),1
242000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
242000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
242000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
242000,0,5100,4,Married couple household,Owned with mortgage or loan (include home equity loans),5
34300,140,0,5,"Other family household: Female householder, no spouse present",Rented,4
34300,140,0,5,"Other family household: Female householder, no spouse present",Rented,4
34300,140,0,5,"Other family household: Female householder, no spouse present",Rented,4
34300,140,0,5,"Other family household: Female householder, no spouse present",Rented,4
34300,140,0,5,"Other family household: Female householder, no spouse present",Rented,4
70000,1300,0,1,Nonfamily household: Male householder: Living alone,Rented,4
105000,0,2000,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
21200,1100,0,8,Married couple household,Rented,4
99500,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
99500,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
99500,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
99500,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
99500,0,1300,5,Married couple household,Owned with mortgage or loan (include home equity loans),3
150000,0,540,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
150000,0,540,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
150000,0,540,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
150000,0,540,4,Married couple household,Owned with mortgage or loan (include home equity loans),4
110000,960,0,1,Nonfamily household: Male householder: Living alone,Rented,2
124300,1500,0,2,Married couple household,Rented,3
124300,1500,0,2,Married couple household,Rented,3
38000,760,0,1,Nonfamily household: Female householder: Living alone,Rented,2
132900,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
132900,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
132900,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
132900,0,1300,4,Married couple household,Owned with mortgage or loan (include home equity loans),2
176170,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
176170,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
176170,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),2
92000,0,2700,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),7
145000,0,1900,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),8
269400,0,2300,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
269400,0,2300,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
72000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
72000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
72000,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
60000,1300,0,2,Married couple household,Rented,1
60000,1300,0,2,Married couple household,Rented,1
40000,0,1000,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
40000,0,1000,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
40000,0,1000,3,"Other family household: Female householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
280100,0,2100,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
280100,0,2100,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
280100,0,2100,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
280100,0,2100,4,Nonfamily household: Male householder: Not living alone,Owned with mortgage or loan (include home equity loans),1
43000,1300,0,1,Nonfamily household: Female householder: Living alone,Rented,5
57800,0,2700,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
57800,0,2700,2,Married couple household,Owned with mortgage or loan (include home equity loans),4
743000,0,5100,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
743000,0,5100,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
743000,0,5100,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
133000,1900,0,2,Married couple household,Rented,0
133000,1900,0,2,Married couple household,Rented,0
19400,750,0,2,"Other family household: Male householder, no spouse present",Rented,4
19400,750,0,2,"Other family household: Male householder, no spouse present",Rented,4
70000,1700,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
70000,1700,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
70000,1700,0,3,Nonfamily household: Female householder: Not living alone,Rented,2
48000,1000,0,1,Nonfamily household: Female householder: Living alone,Rented,2
56000,1100,0,1,Nonfamily household: Female householder: Living alone,Rented,0
184000,3000,0,4,Married couple household,Rented,0
184000,3000,0,4,Married couple household,Rented,0
184000,3000,0,4,Married couple household,Rented,0
184000,3000,0,4,Married couple household,Rented,0
100000,950,0,6,Married couple household,Rented,4
100000,950,0,6,Married couple household,Rented,4
100000,950,0,6,Married couple household,Rented,4
100000,950,0,6,Married couple household,Rented,4
100000,950,0,6,Married couple household,Rented,4
100000,950,0,6,Married couple household,Rented,4
18000,1000,0,1,Nonfamily household: Female householder: Living alone,Rented,4
87000,2000,0,1,Nonfamily household: Female householder: Living alone,Rented,2
47000,150,0,1,Nonfamily household: Male householder: Living alone,Rented,4
